thread_id,tweet_id,customer_message,gold_intent,gold_auto_or_escalate,escalation_reason,acceptable_resolution,retrieval_relevance_flag,groundedness_flag,unsupported_claims_flag,evidence_tier,model_suggested_intent
322873,322873,Disappointed with the poor service . My order no 215171233779 is with courier service but not delivered yet.@115850 @AmazonHelp,missing_stolen_delivery,auto_handle,,open investigation or offer replacement/refund if marked delivered but missing.,,,,partially_usable,missing_stolen_delivery
539703,539703,Hi @115830 I sent a DM to @AmazonHelp five days ago &amp; still no reply to my question. I totally understand that it’s the festive season &amp; there are way more important things going on in the world but any chance I can get an answer or at least pointed in the right direction ?,other_miscellaneous_feedback,auto_handle,,route compliment or general query to appropriate team.,,,,usable,other_miscellaneous_feedback
141988,141988,"@AmazonHelp Hi. I did my first order, but now I can't log in to my account.  Errror - ""There was a problem Your password is incorrect"" But my pswd is correct",account_access_security,auto_handle,,,,,,partially_usable,account_access_security
314474,314474,@AmazonHelp Last week I cancelled prime membership (I have confirmation) but today I have been charged £7.99 to renew plus a odd £1 charge!,return_refund_request,escalate,Billing anomaly,,,,,partially_usable,prime_membership_billing
466720,466720,"@AmazonHelp 
I ordered two mop, and when it get delivered your  deliver boy said if u make payment through visa card then you will get 10% discount.But I dont get any cash back yet. Product was delivered on monday. Product price 998.  
__email__",promotions_gift_cards_policy,auto_handle,,,,,,partially_usable,promotions_gift_cards_policy
534203,534203,@AmazonHelp Need Amazon Locker in 77087 zip code area please.,other_miscellaneous_feedback,auto_handle,,route compliment or general query to appropriate team.,,,,partially_usable,promotions_gift_cards_policy
114437,114437,"@AmazonHelp I’m not sure what’s going on, but the last 2 orders I’ve placed and received, they have only been partially filled. I keep ordering sets of 4 with only 1 set arriving. Not impressed with this service.",damaged_defective_wrong_item,auto_handle,,guide to returns/replacement portal or arrange pickup for damaged/wrong item.,,,,usable,delivery_delay_tracking
230092,230092,@Amazonhelp I hve ordered echo dot and payment made through Citibank CC am I eligible for cash back ? dispatch date 4 th nov isn’t too long,promotions_gift_cards_policy,auto_handle,,; check eligibility or code delivery status.,,,,partially_usable,digital_devices_technical_support
24559,24559,How about a ‘where IS my package?’ button @AmazonHelp? £40 lost. 😡 https://t.co/SS9iH4oZFI,delivery_delay_tracking,auto_handle,,,,,,partially_usable,delivery_delay_tracking
108074,108074,"Hi @AmazonHelp. Any chance of my package arriving during work hours tomorrow? Because, you know, I’m not at home during the day, and I generally like to leave work at 5pm. Thanks.",delivery_delay_tracking,auto_handle,,,,,,partially_usable,delivery_delay_tracking
435158,435158,@AmazonHelp I am trying to figure out what I do about a package that shows as delivered. We've checked around house and neighbors. Nothing.,missing_stolen_delivery,auto_handle,,,,,,partially_usable,other_miscellaneous_feedback
126753,126753,@AmazonHelp ur #WatchNextList on @116618 is broken BIG TIME today in FACT ur app on @117013 #BluRayPlayer is SO FOULED UP I’m done trying to watch something w/u until u FIX it&amp;it’s helloooo @116602 bc I’d actually LIKE to watch something besides AMAZON resetting to HOME MENU,digital_devices_technical_support,auto_handle,,: Provide device-specific troubleshooting steps or registration/login help.,,,,partially_usable,damaged_defective_wrong_item
254008,254008,@AmazonHelp waited ages for my verification code email but nothing. Not in my junk folder. Hitting resend does nothing. Help!?,account_access_security,auto_handle,,"Guide password reset / 2FA; if suspected compromise, secure account and escalate if needed.",,,,usable,promotions_gift_cards_policy
313989,313989,@AmazonHelp I'm trying 2 order ebooks via my kindle &amp;it's not working.keeps saying it's taking longer to download &amp;cancels. internet is fine,digital_devices_technical_support,auto_handle,,: Provide device-specific troubleshooting steps or registration/login help.,,,,partially_usable,digital_devices_technical_support
98569,98569,@AmazonHelp dont even need to open the box to hear out lovely new glasses are completely smashed!!!! https://t.co/tU01mC0lpY,damaged_defective_wrong_item,auto_handle,,: Apologize; guide to returns/replacement portal or arrange pickup for damaged/wrong item.,,,,partially_usable,damaged_defective_wrong_item
93573,93573,"@AmazonHelp Hi, I had a parcel delivered to a Amazon locker 2 hours ago but still haven't been emailed or texted with the code.",promotions_gift_cards_policy,auto_handle,,,,,,partially_usable,promotions_gift_cards_policy
244714,244714,@AmazonHelp hey I pre ordered Star Wars battlefront 2 and I still haven't received my beta code for Xbox one. Can you help out?,promotions_gift_cards_policy,auto_handle,,,,,,partially_usable,promotions_gift_cards_policy
120254,120254,@AmazonHelp Shocking service! whats the point of having prime if its not delivered when promised! by 22:00 did not arrive!,missing_stolen_delivery,auto_handle,,,,,,partially_usable,missing_stolen_delivery
600342,600342,@AmazonHelp just received an email saying that my order wouldn’t be delivered today. At 7:50...due by 8pm. Day wasted. Voucher for next order please. Calling CS.,promotions_gift_cards_policy,auto_handle,,Clarify promotion/gift-card terms; check eligibility or code delivery status.,,,,partially_usable,promotions_gift_cards_policy
390031,390031,@AmazonHelp ordered oil and received like this. The bottle was put in an empty box and not packed. Is this how amazon serves custmrs? https://t.co/0NPEircs9u,damaged_defective_wrong_item,escalate,Complex / sensitive / long-running or order-specific issue requiring human review,Apologize; guide to returns/replacement portal or arrange pickup for damaged/wrong item.,,,,usable,missing_stolen_delivery
321651,321651,"@AmazonHelp hi, paid extra for next day delivery yesterday, only to receive an email today to say it won’t be arriving until Monday",delivery_delay_tracking,auto_handle,,,,,,usable,delivery_delay_tracking
472452,472452,"@115821 @AmazonHelp @115821  @115821 
ORDER # 405-4837445-2937157
i have not received the mobile which i have ordered on 26 Nov This is very unfortunate that courier partner of amazon do their job seriously  but in my case they are just updating the status from their office only.",missing_stolen_delivery,escalate,Complex / sensitive / long-running or order-specific issue requiring human review,,,,,partially_usable,delivery_delay_tracking
336549,336549,@AmazonHelp what's wrong with the amazon app on the kindle fire? Can't look at anything? Click on an item and page goes blank?/,digital_devices_technical_support,auto_handle,,Provide device-specific troubleshooting steps or registration/login help.,,,,partially_usable,digital_devices_technical_support
323756,323756,@AmazonHelp Did you add a captcha to your login screen in the last 24 hours? Didn’t see one yesterday but there was one this morning.,account_access_security,auto_handle,,,,,,usable,account_access_security
430649,430649,@AmazonHelp your courier service that replaced DPD is shite no indication of when my parcel will arrive itsays out for delivery all the time,delivery_delay_tracking,auto_handle,,Check tracking status; provide latest ETA or advise contacting carrier if no movement.,,,,partially_usable,delivery_delay_tracking
222856,222856,@AmazonHelp We would like to see SBI and ICICI debit/credit cards also signed up for cash back offers along with Citi Bank.,promotions_gift_cards_policy,auto_handle,,: Clarify promotion/gift-card terms; check eligibility or code delivery status.,,,,partially_usable,promotions_gift_cards_policy
355343,355343,@AmazonHelp can you contact me please as my email has been changed without me doing so and now i cant sign in?,account_access_security,auto_handle,,,,,,partially_usable,account_access_security
282806,282806,@AmazonHelp  @115850 cud u plz solve prblm I am unable 2 use my gift card e1 I d'nt use Plz call/email so i cn share my details. Plz help.,promotions_gift_cards_policy,auto_handle,,: Clarify promotion/gift-card terms; check eligibility or code delivery status.,,,,partially_usable,promotions_gift_cards_policy
513470,513470,"@AmazonHelp hi, is there any way of telling who sent me a parcel in my name?",other_miscellaneous_feedback,auto_handle,,route compliment or general query to appropriate team.,,,,usable,damaged_defective_wrong_item
337404,337404,@AmazonHelp ordered a nba2k vc code one week ago and still haven't gotten it. Help I have you guys time too,promotions_gift_cards_policy,auto_handle,,: Clarify promotion/gift-card terms; check eligibility or code delivery status.,,,,usable,promotions_gift_cards_policy
364665,364665,@AmazonHelp this time package not thrown on porch so hard item breaks. Now in the middle of front yard in the rain.,damaged_defective_wrong_item,auto_handle,,Apologize; guide to returns/replacement portal or arrange pickup for damaged/wrong item.,,,,partially_usable,missing_stolen_delivery
320361,320361,"@AmazonHelp hi, I’ve had an email and I believe somebody has hacked into my account. They’ve changed my email and password&amp; I can’t access",account_access_security,escalate,Account security/possible compromise,,,,,usable,account_access_security
335226,335226,@AmazonHelp did you get rid of the £5.99/month prime video membership? i moved to £7.99/month i want to go back to £5.99 how do i do this?,prime_membership_billing,auto_handle,,: Review membership status/billing; explain charges or adjust trial/membership as appropriate.,,,,usable,digital_devices_technical_support
286268,286268,@AmazonHelp I've had an email to say my parcel has been delivered today through my letterbox but it hasn't ?! Where is it??,missing_stolen_delivery,auto_handle,,Confirm delivery status; open investigation or offer replacement/refund if marked delivered but missing.,,,,usable,other_miscellaneous_feedback
571755,571755,"Seriously @115821 @AmazonHelp? Small box inside much bigger box, with nothing to keep it from flailing around inside except one lousy piece if paper? If it's broken in any way, it's nobody's fault but the guy who packed it. https://t.co/l0bSg0ucst",damaged_defective_wrong_item,auto_handle,,: Apologize; guide to returns/replacement portal or arrange pickup for damaged/wrong item.,,,,usable,damaged_defective_wrong_item
339699,339699,"it turns out @AmazonHelp can't even be trusted to come through with promotional credit when it's promised

they can't do anything right",promotions_gift_cards_policy,auto_handle,,: Clarify promotion/gift-card terms; check eligibility or code delivery status.,,,,partially_usable,other_miscellaneous_feedback
379855,379855,Bad experience with @115850 order 2Nos. Shoes not delivered after waiting of 13 day even I've subscribed #Prime @AmazonHelp @18149,missing_stolen_delivery,auto_handle,,Confirm delivery status; open investigation or offer replacement/refund if marked delivered but missing.,,,,partially_usable,missing_stolen_delivery
352563,352563,"@AmazonHelp Hi. I ordered a thing on prime for yesterday, it hasn't arrived. Who do I moan to?",delivery_delay_tracking,auto_handle,,Check tracking status; provide latest ETA or advise contacting carrier if no movement.,,,,partially_usable,other_miscellaneous_feedback
538482,538482,@AmazonHelp I've received a letter to tell me I'm eligible for another free month trial of prime video but when I follow the link https://t.co/v4AmrO7WVu it leads me to a page to sign up for a full subscription,prime_membership_billing,auto_handle,,: Review membership status/billing; explain charges or adjust trial/membership as appropriate.,,,,partially_usable,prime_membership_billing
439283,439283,"@AmazonHelp We need your help!Our vendor account was disabled 
we asked to specify what violations were found. But no answer already 3 weeks",prime_membership_billing,auto_handle,,: Review membership status/billing; explain charges or adjust trial/membership as appropriate.,,,,partially_usable,other_miscellaneous_feedback
481557,481557,@AmazonHelp  I need help! My friend @229464 had his package stolen from his porch the other day it got delivered! Can we help him out with his options as far as what you guys can help with? Thank you!,missing_stolen_delivery,escalate,Complex / sensitive / long-running or order-specific issue requiring human review,,,,,usable,missing_stolen_delivery
384160,384160,@AmazonHelp yesterday I had ordered Canon DSLR today there was guarantee delivery date but still is not dispatched by Amazon seller. Why,delivery_delay_tracking,auto_handle,,Check tracking status; provide latest ETA or advise contacting carrier if no movement.,,,,partially_usable,delivery_delay_tracking
96801,96801,@AmazonHelp Is this a seriously Amazon Email or just a Fake Phishing Email ? The sender email address is inside the red Area. (Iam from Germany) https://t.co/YPQcFF8848,account_access_security,escalate,Account security,"Guide password reset / 2FA; if suspected compromise, secure account and escalate if needed.",,,,partially_usable,account_access_security
384423,384423,@115850 @AmazonHelp Disgusting customer service. Ordered One+ 5 on 5th Oct and yet to receive.Purchased prime membership to get it early,prime_membership_billing,auto_handle,,: Review membership status/billing; explain charges or adjust trial/membership as appropriate.,,,,partially_usable,prime_membership_billing
603966,603966,@AmazonHelp wanted to let you know that I was just hung up on TWICE by your Logistics supervisors. It’s really awesome to be a Prime member these days and get consistent delays on pacakages and absolutely no help from your customer service line.,prime_membership_billing,escalate,complex technical issue / off-policy / unresolvable without human,,,,,partially_usable,prime_membership_billing
153707,153707,@AmazonHelp I ordered a PS plus 1 year subscription but it says additional verification required help please,prime_membership_billing,auto_handle,Complex / sensitive / long-running or order-specific issue requiring human review,: Review membership status/billing; explain charges or adjust trial/membership as appropriate.,,,,usable,prime_membership_billing
354052,354052,@AmazonHelp Here is a phishing fraud email for you to be aware... ! https://t.co/IR1RpMRVPR,account_access_security,escalate,Account security,"Guide password reset / 2FA; if suspected compromise, secure account and escalate if needed.",,,,usable,account_access_security
564906,564906,@AmazonHelp can I buy an Amazon gift card using a regular Visa Gift Card?,promotions_gift_cards_policy,auto_handle,,: Clarify promotion/gift-card terms; check eligibility or code delivery status.,,,,usable,promotions_gift_cards_policy
481490,481490,"@AmazonHelp my urgent parcel which I paid £14 extra for delivery by 1oclock was not delivered, parents have been waiting in - please help @122232 uncontactable and clearly unreliable!",delivery_delay_tracking,escalate,Paid express delivery failure / Carrier uncontactable,Check tracking status; provide latest ETA or advise contacting carrier if no movement.,,,,usable,missing_stolen_delivery
468856,468856,"@AmazonHelp Had a kindle, the display stopped working (cracked). Went to a helper and he told me I had to buy another one, which is what I've done now. Pathetic customer care",digital_devices_technical_support,auto_handle,,,,,,usable,damaged_defective_wrong_item
250662,250662,"@AmazonHelp hi, how much is the amazon music unlimited for echo subscription? Your site doesn't say

https://t.co/5BS3KaTuqv",digital_devices_technical_support,auto_handle,,: Provide device-specific troubleshooting steps or registration/login help.,,,,partially_usable,prime_membership_billing
572438,572438,@AmazonHelp on amazon household why can you not share gift cards!?Or how can I transfer gift card balances from my husbands account to mine?,promotions_gift_cards_policy,auto_handle,,Guide to returns/replacement portal or arrange pickup for damaged/wrong item.,,,,partially_usable,promotions_gift_cards_policy
549547,549547,"@AmazonHelp not v happy that a laptop worth over£500 was left in my unlocked porch, box is badly damaged - ordered it as a prime customer &amp; it took 4 days to arrive, not really good enough-happening too often with prime, I won’t be renewing! #shoddyservice",damaged_defective_wrong_item,auto_handle,account security,guide to returns/replacement portal or arrange pickup for damaged/wrong item.,,,,partially_usable,damaged_defective_wrong_item
50777,50777,"@AmazonHelp Hi, do you know if there are phishing emails doing the rounds regarding ""amazon prime gold"" membership?",account_access_security,escalate,account security,,,,,partially_usable,account_access_security
5149,5149,@AmazonHelp Trying to get a friend's playlist on my Amazon music app but it keeps giving me the following message https://t.co/o6zINm6HBC,digital_devices_technical_support,auto_handle,,Provide device-specific troubleshooting steps or registration/login help.,,,,partially_usable,digital_devices_technical_support
534192,534192,@AmazonHelp heres what the app page shows... https://t.co/QD79ErqVQ2,digital_devices_technical_support,auto_handle,,Provide device-specific troubleshooting steps or registration/login help.,,,,partially_usable,digital_devices_technical_support
180511,180511,"@AmazonHelp hey. I ordered battlefront 2 for ps4 a long time ago. Never received a beta key.Just got ""hung up"" on chat after asking about it",promotions_gift_cards_policy,escalate,Complex / sensitive / long-running or order-specific issue requiring human review,Clarify promotion/gift-card terms; check eligibility or code delivery status.,,,,partially_usable,missing_stolen_delivery
83443,83443,@AmazonHelp can the “customers who bought items in your basket” be turned off when I’m items saved for later on the app. It gets in the way.,digital_devices_technical_support,auto_handle,,,,,,usable,digital_devices_technical_support
514655,514655,@AmazonHelp The last 3 items I bought arrived damaged. You downgraded your shipping containers and are handing things off to USPS. #disappointed,damaged_defective_wrong_item,auto_handle,,"Guide password reset / 2FA; if suspected compromise, secure account and escalate if needed.",,,,partially_usable,damaged_defective_wrong_item
425468,425468,"@AmazonHelp hi there. i made an order using amazon prime now, and for some reason the order was cancelled and i can't seem to log in",promotions_gift_cards_policy,auto_handle,,Clarify promotion/gift-card terms; check eligibility or code delivery status.,,,,partially_usable,account_access_security
180940,180940,@AmazonHelp I've preordered the new star wars battlefront 2 on ps4 but haven't received my beta code yet,return_refund_request,auto_handle,,Confirm return eligibility; provide return instructions or process refund if already returned.,,,,partially_usable,promotions_gift_cards_policy
166463,166463,"@AmazonHelp If an item goes down in price even when it’s about to ship, will you automatically refund the difference or do I have to ask for that?",damaged_defective_wrong_item,auto_handle,,,,,,usable,return_refund_request
122682,122682,I don't understand why I have to pay for return international postage because @115821 sent me a broken DVD? (@AmazonHelp),damaged_defective_wrong_item,auto_handle,,guide to returns/replacement portal or arrange pickup for damaged/wrong item.,,,,partially_usable,damaged_defective_wrong_item
318465,318465,@AmazonHelp thank you for the quick resolution and response to my account being compromised. Much appreciate this ❤️,account_access_security,escalate,account security,"Escalate to human agent for investigation / resolution. Guide password reset / 2FA; if suspected compromise, secure account and escalate if needed.",,,,partially_usable,account_access_security
504925,504925,"@AmazonHelp How come I pay £5 for one day delivery on Wednesday 29/11 and I just got an email saying my package will be delivered between 2/12 and 5/12? This is why I need to be reminded to not get one day delivery, second time it's happened now!",delivery_delay_tracking,auto_handle,,Check tracking status; provide latest ETA or advise contacting carrier if no movement.,,,,partially_usable,other_miscellaneous_feedback
420225,420225,@AmazonHelp It’s been a month &amp; I haven’t received my order. It shows the status as dispatched. How do I cancel this &amp; get money back? India,return_refund_request,escalate,: Prolonged unresolved refund,Confirm return eligibility; provide return instructions or process refund if already returned.,,,,partially_usable,return_refund_request
508063,508063,"@AmazonHelp was supposed to get my delivery today before 10pm GMT and now my order has changed saying it will be late, can you make sure my delivery is here tomorrow?",delivery_delay_tracking,auto_handle,,,,,,partially_usable,delivery_delay_tracking
219166,219166,"@AmazonHelp, AMZL is awful. No tracking updates in 24 hours, but my package is still showing delivery ""Today by 8pm"" (it's 20:30 right now).",delivery_delay_tracking,auto_handle,,Check tracking status; provide latest ETA or advise contacting carrier if no movement.,,,,partially_usable,delivery_delay_tracking
575984,575984,@AmazonHelp hi just wonder why you haven't shipped them. It's been two days since I ordered them. Order # 113-4002806-4843420,other_miscellaneous_feedback,escalate,Complex / sensitive / long-running or order-specific issue requiring human review,,,,,partially_usable,other_miscellaneous_feedback
25938,25938,"@AmazonHelp so I order on prime for next day delivery and receive nothing :/ cant track parcel, cant contact seller...how do I get my delivery??massively disappointed",delivery_delay_tracking,auto_handle,,Check tracking status; provide latest ETA or advise contacting carrier if no movement.,,,,partially_usable,delivery_delay_tracking
210426,210426,@AmazonHelp I pre ordered Star Wars battlefront 2 and I still haven't received my beta code for Xbox 1. Can you help?,promotions_gift_cards_policy,auto_handle,,Clarify promotion/gift-card terms; check eligibility or code delivery status.,,,,partially_usable,promotions_gift_cards_policy
206903,206903,@AmazonHelp Why is there an option for parcels to go 2 a safe place if the drivers ignore it? Prime parcel same day missed bcus if this :/,other_miscellaneous_feedback,auto_handle,,route compliment or general query to appropriate team.,,,,usable,other_miscellaneous_feedback
231808,231808,"@AmazonHelp Hi, my order hasn't dispatched yet. I made the order on Monday &amp; it was supposed to dispatch yday and arrive tomorrow. Help?",delivery_delay_tracking,auto_handle,,Check tracking status; provide latest ETA or advise contacting carrier if no movement.,,,,partially_usable,delivery_delay_tracking
49127,49127,"@AmazonHelp Was told that one day delivery would use a different carrier, have just got the dispatch email and it says it’s the same 1/2",delivery_delay_tracking,auto_handle,,Check tracking status; provide latest ETA or advise contacting carrier if no movement.,,,,usable,delivery_delay_tracking
362435,362435,"@AmazonHelp how do I contact u?Ordered pack of 40 erasers: 3 broken,some poor quality,some the same.Don't want 2 return all of them.Pls help",damaged_defective_wrong_item,auto_handle,,guide to returns/replacement portal or arrange pickup for damaged/wrong item.,,,,partially_usable,damaged_defective_wrong_item
592159,592159,"Hey @AmazonHelp, you probably shouldn't ship printer cartridges in the same box with an Instapot https://t.co/rhQ6H9jF6G",other_miscellaneous_feedback,auto_handle,,route compliment or general query to appropriate team.,,,,partially_usable,other_miscellaneous_feedback
241723,241723,@115821 @115850 @AmazonHelp  My old order #1__credit_card__ for which damaged piece was delivered. Placed new order #1__credit_card__ 1k cashback awaited https://t.co/WAKbVKqwZ6,damaged_defective_wrong_item,auto_handle,,to returns/replacement portal or arrange pickup for damaged/wrong item.,,,,partially_usable,damaged_defective_wrong_item
365648,365648,@AmazonHelp is something wrong with the amazon prime movies app on Sony Bravia TVs?juttering playback doesn’t happen on iPad or Xbox,digital_devices_technical_support,auto_handle,,: Provide device-specific troubleshooting steps or registration/login help.,,,,partially_usable,digital_devices_technical_support
249119,249119,What app do I down load to import contacts for use in Alexa please @AmazonHelp,digital_devices_technical_support,auto_handle,,: Provide device-specific troubleshooting steps or registration/login help.,,,,partially_usable,digital_devices_technical_support
69944,69944,"Hi @AmazonHelp my order has been delayed twice ❗️And when I tried to call your client service, they wanted to transfer my call to Amazon India (whereas I am in Luxembourg !). Any help ?",delivery_delay_tracking,auto_handle,,Check tracking status; provide latest ETA or advise contacting carrier if no movement.,,,,usable,delivery_delay_tracking
232364,232364,"@115850 @115821 @AmazonHelp I am waiting for now 3 months to get my money back, but i always get to wait more and more. 1/2",return_refund_request,escalate,: Prolonged unresolved refund,,,,,partially_usable,return_refund_request
93684,93684,"Another delayed @115821 Prime shipment. Hey @AmazonHelp, you should probably stop guaranteeing two day delivery when in the past year about 75% of my orders have been delayed.",delivery_delay_tracking,auto_handle,,,,,,partially_usable,delivery_delay_tracking
495852,495852,@20510 @115821 @AmazonHelp dang I ordered this headset with 2 day shipping for this LAN event tomorrow and they come in defective just my luck. Any way you guys could hook it up with free next day/one day delivery? https://t.co/3Tkaaxm7JP,damaged_defective_wrong_item,auto_handle,,guide to returns/replacement portal or arrange pickup for damaged/wrong item.,,,,partially_usable,damaged_defective_wrong_item
271881,271881,"@AmazonHelp I was sent a 5 lb bag of foam instead of a tripod. There is no ""wrong item sent"" in your returns menu choices. Orange County, CA",damaged_defective_wrong_item,auto_handle,,guide to returns/replacement portal or arrange pickup for damaged/wrong item.,,,,partially_usable,damaged_defective_wrong_item
588787,588787,"@AmazonHelp I had an email to say my parcels at been delivered and left in my safe place. They weren't. They were left on my neighbours porch in full view of the street. You can't miss my house, there is a big sign with my house name on the gate.",missing_stolen_delivery,auto_handle,,Confirm return eligibility; provide return instructions or process refund if already returned.,,,,partially_usable,missing_stolen_delivery
99986,99986,"@AmazonHelp Hello, I'm unable to log into an account I probably haven't used in 3 years, but need to access. I've even reset the password twice but it's still not letting me in. Can you offer any support?",account_access_security,auto_handle,,"Guide password reset/2FA; if suspected compromise, secure account and escalate if needed.",,,,usable,account_access_security
